x1,x2,y
3.745401188473625,63.05478807154329,82.58980429757335
9.50714306409916,50.21003841632759,115.31357375531803
7.319939418114051,56.81952971294964,100.39261949036353
5.986584841970366,46.89733243406544,103.73578452256768
1.5601864044243652,53.24166352488442,82.14009717115002
1.5599452033620265,48.698569456323156,86.38706139926641
0.5808361216819946,50.96995964992718,81.87256224372936
8.661761457749352,55.95157025436914,102.13457211331416
6.011150117432088,41.81779316766527,104.88842003266866
7.080725777960454,70.9238727568546,89.52997020542334
0.20584494295802447,39.93982618500298,89.11032722860658
9.699098521619943,37.85811387212268,123.29238705526629
8.324426408004218,61.581108735000676,99.90747330614502
2.1233911067827616,57.91662693962936,81.79373073275951
1.8182496720710062,56.24119817052155,80.29139595521256
1.8340450985343382,56.2834550926428,79.83578431995132
3.0424224295953772,49.87753227153085,91.1381431965545
5.247564316322379,41.02745628514168,103.58776452378491
4.319450186421157,50.75804558193726,95.32814469835319
2.9122914019804194,43.22838288487888,92.20514639055268
6.118528947223795,59.75119733417751,95.67220472259255
1.3949386065204183,48.52942618497861,87.00393913966467
2.9214464853521815,41.745028032074885,97.34109974170049
3.663618432936917,46.78614158347007,97.35913321639418
4.56069984217036,54.12931454275624,95.98994670231642
7.851759613930136,44.36275447196025,114.01969520122353
1.9967378215835974,41.77779604433569,89.88459707741075
5.142344384136116,52.436872114919126,93.48955371906969
5.924145688620425,52.44966571108723,97.52514018591035
0.46450412719997725,44.9305682462887,85.73349194859061
6.075448519014383,45.289616943816775,106.06769430243517
1.7052412368729153,52.32049937357636,82.66045720388719
0.6505159298527952,35.51915658502676,94.23501401541753
9.488855372533333,35.92536225623445,122.95993813417246
9.656320330745594,42.81555778747564,118.32163932164518
8.08397348116461,47.86552848288153,107.18816220407446
3.0461376917337066,53.10907565598005,86.32775490406213
0.9767211400638387,64.75356216949552,68.91230504339434
6.842330265121569,58.576596232020194,95.13513243635468
4.4015249373960135,48.40061470036573,98.79212911380914
1.2203823484477883,49.80983792097311,82.52467010512488
