date,risk_index_var95,revenue
2024-09-19,0.02836562970730654,86.27426076597838
2024-09-20,0.028739522763639447,84.07026245881953
2024-09-23,0.02821037051175148,87.02049153783395
2024-09-24,0.0276933666652331,87.56416374197028
2024-09-25,0.02717028861602992,83.48830290900429
2024-09-26,0.026647210566826746,84.72312545629315
2024-09-27,0.02612413251762357,87.12969434593914
2024-09-30,0.025601054468420398,86.72510887727444
2024-10-01,0.025152903074319544,87.3983467265838
2024-10-02,0.024640528832988125,86.40016969214557
2024-10-03,0.024128154591656712,89.25501966646588
2024-10-04,0.024128154591656712,89.10261060731507
2024-10-07,0.024128154591656712,88.03496875051347
2024-10-08,0.024128154591656712,89.6267845146237
2024-10-09,0.024128154591656712,88.63718671754971
2024-10-10,0.024128154591656712,86.64698400984679
2024-10-11,0.024128154591656712,88.4890488802954
2024-10-14,0.024128154591656712,86.49759880292815
2024-10-15,0.017569401662783632,92.53297462056909
2024-10-16,0.017569401662783632,91.1404103021288
2024-10-17,0.017569401662783632,90.9380056232903
2024-10-18,0.013267856120910165,92.34467762293902
2024-10-21,0.015531464557362743,94.06807972932968
2024-10-22,0.01185047633847861,93.84296760765749
2024-10-23,0.012050588252132406,93.33221414068915
2024-10-24,0.012050588252132406,93.44650554820146
2024-10-25,0.015005640426574327,93.29564356504285
2024-10-28,0.015005640426574327,93.04534588325895
2024-10-29,0.015097904348098665,93.07014674334465
2024-10-30,0.015349159536323492,92.97165173635007
2024-10-31,0.015349159536323492,95.53789163314394
2024-11-01,0.01503818025872134,91.8712873460624
2024-11-04,0.015450056946408677,91.50660743318836
2024-11-05,0.015450056946408677,91.05431243442385
2024-11-06,0.015450056946408677,93.1989406606589
2024-11-07,0.018206251441394743,92.59033271838396
2024-11-08,0.018670477655714814,90.49383998566027
2024-11-11,0.018670477655714814,89.4045264566988
2024-11-12,0.01849421209717012,89.51617212787808
2024-11-13,0.01881296791164324,91.56940522591543
2024-11-14,0.01881296791164324,91.70839730098355
2024-11-15,0.01881296791164324,91.40824744663618
2024-11-18,0.01881296791164324,89.59525148324535
2024-11-19,0.01881296791164324,90.94175802877847
2024-11-20,0.01881296791164324,90.76854475788947
2024-11-21,0.01881296791164324,90.9215489392719
2024-11-22,0.020118676521881786,91.2478049059814
2024-11-25,0.020118676521881786,90.27605506222113
2024-11-26,0.020118676521881786,90.95903208366695
2024-11-27,0.020118676521881786,90.04203034329245
2024-11-29,0.020118676521881786,90.37434083709408
2024-12-02,0.0203035663674749,90.79514915502035
2024-12-03,0.01923057716884664,88.19897768579318
2024-12-04,0.01923057716884664,89.90520459104073
2024-12-05,0.01923057716884664,89.67915243413748
2024-12-06,0.01923057716884664,89.42639464321167
2024-12-09,0.017725856009541276,90.72435861838933
2024-12-10,0.01795204344767488,93.26639024301414
2024-12-11,0.01795204344767488,89.72523160262269
2024-12-12,0.01795204344767488,92.47639580804977
2024-12-13,0.017835169661600956,88.55811051177581
2024-12-16,0.017835169661600956,90.58008762422087
2024-12-17,0.018266606170313976,91.11082651250051
2024-12-18,0.022953757471008213,89.40245476153481
2024-12-19,0.022953757471008213,89.58996113418519
2024-12-20,0.018699704177283276,91.84016876415825
2024-12-23,0.017664646715826505,90.64458903371408
2024-12-24,0.017664646715826505,90.4741489530899
2024-12-26,0.017245593368051333,92.66416713786006
2024-12-27,0.017112664920272174,91.15671105254148
2024-12-30,0.017112664920272174,89.53013805485703
2024-12-31,0.017112664920272174,89.74373671885868
2025-01-02,0.017112664920272174,90.06448911086149
2025-01-03,0.017112664920272174,92.18940865594456
2025-01-06,0.017112664920272174,91.65730614396976
2025-01-07,0.017112664920272174,92.47939557096556
2025-01-08,0.01586079415820863,91.4287239513909
2025-01-10,0.02156827214045498,89.45367346638758
2025-01-13,0.02121296231312465,90.33190443438868
2025-01-14,0.02121296231312465,88.92949903385731
2025-01-15,0.02121296231312465,90.0786816997738
2025-01-16,0.0211685166811661,88.42285274781698
2025-01-17,0.0211685166811661,88.87116088956934
2025-01-21,0.0211685166811661,88.84313481841946
2025-01-22,0.02123064434425232,87.59091835949029
2025-01-23,0.02123064434425232,90.11513654905222
2025-01-24,0.020652697806849214,88.96954758627132
2025-01-27,0.020630819118311522,89.70333161893576
2025-01-28,0.020630819118311522,90.4057104292031
2025-01-29,0.020562538548708986,90.38852748969043
2025-01-30,0.021229432292926627,90.38336151699588
2025-01-31,0.021229432292926627,89.23755562677256
2025-02-03,0.021052104066197567,88.83900049883499
2025-02-04,0.012174720332594787,93.79306251734302
2025-02-05,0.012174720332594787,91.38163818276557
2025-02-06,0.012132868937863622,91.76289682243355
2025-02-07,0.012290060749432419,91.87092020675219
2025-02-10,0.014378466533015472,91.31489649209004
2025-02-11,0.014378466533015472,93.4104280735774
2025-02-12,0.014295744654367459,91.49390908977618
2025-02-13,0.014042554138144014,92.4114790998689
2025-02-14,0.014042554138144014,94.92756537760708
2025-02-18,0.014042554138144014,92.44432697433585
2025-02-19,0.016237097190287774,92.98772475755673
2025-02-20,0.02255075142999659,87.32419776498689
2025-02-21,0.023840317052774933,87.77168513681109
2025-02-24,0.023840317052774933,86.65480839124666
2025-02-25,0.020191488703551117,89.3957060343736
2025-02-26,0.020191488703551117,91.16471785441054
2025-02-27,0.020191488703551117,87.31327501343593
2025-02-28,0.020191488703551117,90.55589111354324
2025-03-03,0.02231059128884752,89.20130775907465
2025-03-04,0.030340692772837442,83.9384286800361
2025-03-05,0.030340692772837442,82.66056683199861
2025-03-06,0.0323839983398863,83.91619509162766
2025-03-07,0.0323839983398863,83.01376176646116
2025-03-10,0.04051866116169877,80.08968373618266
2025-03-11,0.04051866116169877,79.77344763743577
2025-03-12,0.04051866116169877,82.14333775613198
2025-03-13,0.04051866116169877,79.38163597794107
2025-03-14,0.04051866116169877,78.2054231802178
2025-03-17,0.04051866116169877,80.00958287158508
2025-03-18,0.039668623885444135,80.49568308323558
2025-03-19,0.039668623885444135,82.2044694201386
2025-03-20,0.039668623885444135,81.4183549261498
2025-03-21,0.039668623885444135,80.7009946460022
2025-03-24,0.039668623885444135,82.36064239410727
2025-03-25,0.039668623885444135,78.38254347579365
2025-03-26,0.039668623885444135,79.20606075815331
2025-03-27,0.039668623885444135,78.77582414516965
2025-03-28,0.04069840877926584,79.06608090563343
2025-03-31,0.04069840877926584,77.58576638903261
2025-04-01,0.04069840877926584,80.60352203058869
2025-04-02,0.03988483975854118,79.72424607508125
2025-04-03,0.048014861846821674,73.78635963483518
2025-04-04,0.06492255904641,66.01535185498368
2025-04-07,0.06572009971140122,67.61022091547468
2025-04-08,0.06572009971140122,68.39713999614096
2025-04-09,0.06572009971140122,70.13504648183707
2025-04-10,0.06594069505696261,71.40044617052968
2025-04-11,0.06594069505696261,67.65126662143268
2025-04-14,0.06594069505696261,65.5453452914709
2025-04-15,0.06352207253550513,65.04089431115048
2025-04-16,0.06352207253550513,68.6405309257632
2025-04-17,0.06352207253550513,67.01955208928196
2025-04-21,0.06352207253550513,67.6159278419779
2025-04-22,0.06055025529925799,68.80672715178129
2025-04-23,0.06055025529925799,69.51368602074642
2025-04-24,0.06055025529925799,71.32384269655246
2025-04-25,0.06055025529925799,69.96044520153902
2025-04-28,0.06055025529925799,69.48692009481297
2025-04-29,0.06055025529925799,68.17139172113228
2025-04-30,0.06055025529925799,67.21284793331446
2025-05-01,0.06055025529925799,68.995410486761
2025-05-02,0.06055025529925799,69.64419852414352
2025-05-05,0.06055025529925799,72.37676722074083
2025-05-06,0.06055025529925799,69.92028413258033
2025-05-07,0.06055025529925799,71.19898161690558
2025-05-08,0.06055025529925799,68.97592895256227
2025-05-09,0.06055025529925799,67.94745670074546
2025-05-12,0.06055025529925799,68.27719720702244
2025-05-13,0.06055025529925799,68.63703325356737
2025-05-14,0.06055025529925799,72.91757694902375
2025-05-15,0.06055025529925799,68.49279233153442
2025-05-16,0.03306574612793385,84.7248607416376
2025-05-19,0.019577594345501343,88.85681206011878
2025-05-20,0.01838441551586629,92.20515176137822
2025-05-21,0.02177718521072581,89.68883384379589
2025-05-22,0.02177718521072581,88.87645054814996
2025-05-23,0.017576222974290186,91.15074472365175
2025-05-27,0.017576222974290186,90.22970696971083
2025-05-28,0.018079926319445605,91.62914514250032
2025-05-29,0.018079926319445605,90.27756161976603
2025-05-30,0.01582499061515027,90.24909604677399
2025-06-02,0.01582499061515027,90.17059833094542
2025-06-03,0.013029908418202434,93.74392766748196
2025-06-04,0.013253566578996751,95.74185359511728
2025-06-05,0.013253566578996751,93.61320413086177
2025-06-06,0.013253566578996751,93.1952592213368
2025-06-09,0.013253566578996751,93.80195591990544
2025-06-10,0.013253566578996751,95.33221932306186
2025-06-11,0.01336008059700101,93.64903345354529
2025-06-12,0.013136422436206694,92.81539793564605
2025-06-13,0.015207550515372346,94.05565780740366
2025-06-16,0.015207550515372346,93.03935940000625
2025-06-17,0.01589947755699343,94.35389520949728
2025-06-18,0.01501736406332381,92.76616962417096
2025-06-20,0.01501736406332381,90.65461442075734
2025-06-23,0.01501736406332381,90.4390791694696
2025-06-24,0.01501736406332381,94.96770986668497
2025-06-25,0.01501736406332381,95.07681654951304
2025-06-26,0.01501736406332381,92.2220391484142
2025-06-27,0.01501736406332381,91.91653698663411
2025-06-30,0.01559148293144862,94.396424972639
2025-07-01,0.01559148293144862,90.54369001121046
2025-07-02,0.015462011934901692,90.92690350411542
2025-07-03,0.015462011934901692,93.23398422458273
2025-07-07,0.013633662589176582,92.59126102112232
2025-07-08,0.016445010253177773,91.76981207333101
2025-07-09,0.016445010253177773,91.53233052562435
2025-07-10,0.016445010253177773,92.28385669660952
2025-07-11,0.015811677908942893,94.20538383749913
2025-07-14,0.015811677908942893,92.23003840588117
2025-07-15,0.01796412511024063,91.98384563479497
2025-07-16,0.01796412511024063,87.94267929333316
2025-07-17,0.01796412511024063,90.94485984198451
2025-07-18,0.01796412511024063,89.75309203944039
2025-07-21,0.01796412511024063,89.18971785424425
