revenue,risk_index_var95
48712.71152295831,53.04717079754431
44180.06589999593,39.60015893759504
50414.2827153697,57.50451195806457
49381.284625863234,59.405647163912136
49120.6962465558,30.489648113461637
46629.708665181155,36.97820493137682
41437.28771684102,51.278404031672856
45419.6493704931,46.83757407656418
42463.817033210405,49.83198842495711
43421.50775981288,41.4695607242642
51588.962869665556,58.79397974862829
48845.951755207825,57.77791935428948
43982.44555133722,50.66030697561216
44311.537349040445,61.27241206968033
46659.35748933124,54.675093422520455
41319.168596396725,41.40707537116762
44429.080108709255,53.68750784082499
45785.369293658936,40.411173991710015
50520.076469888816,58.78450301307272
47766.37332348982,49.50074089013747
38904.29663795139,48.151376364547396
46095.98473380605,43.190704555960586
47683.15032610657,62.2254133867403
47056.23547763551,48.45470517931198
50334.635658357896,45.71672177836893
39387.724908999895,46.478664495117705
44865.4607470907,55.32309185553349
48211.25184561696,53.65444064364078
41750.495935553365,54.12732611595988
50944.83234776999,54.308210030078826
49675.04695914653,71.41647600870462
48052.05393786867,45.93584983615384
43672.47774054877,44.87757270928463
47464.76379600118,41.86227271752122
49944.589975057715,56.15979422575496
48053.40081167657,61.28972292720891
46566.46572891024,48.86052542345125
45802.841945490145,41.59843523037472
42420.586746952366,41.755187843087604
46338.12530466858,56.50592787824701
46434.337408087056,57.43254171203442
47801.96671502672,55.43154268305195
48200.86109198445,43.344902927113054
43102.98534174484,52.3216132306672
45764.99588001014,51.166858091407285
50706.79295905174,52.18688596729013
44814.949847100135,58.7142877794819
43801.564606658656,52.23595548774682
47421.61485117985,56.789135630718945
48614.25045484263,50.67579069488892
46381.22144510996,52.89119398689984
50744.42764231722,56.3128822583854
46821.79496387278,35.428441801443334
48141.854741041425,46.80328783642699
47097.902318820925,45.29627345707205
52216.30588314624,43.61122151756658
45054.34423192984,47.248577487733165
41783.36269728174,64.94941311234396
49773.76574571953,41.341688843067566
45788.8357326393,59.68278354591481
44304.19760709013,33.17130228384195
49526.79001859865,46.65114970014225
41388.525054949234,51.62753065105006
42948.52515531272,55.86222331359278
42049.638084394865,57.11226579792855
44569.60781216364,57.93347235199925
46900.43973135286,46.512749277515624
47017.741377240825,45.376482073354325
47858.39359549424,58.57975881257154
41532.13715846496,48.08695675118385
37538.86610209656,37.24313676662078
44803.11609936697,38.66712785996519
43481.32915588306,40.805477139983886
47974.75020801435,54.97160744053764
48276.77176194848,51.42425736070565
47243.306721057364,56.904853540677685
47767.69608052372,45.727473536634655
46877.88175163726,51.585396910767145
48340.9025895652,56.25590393967337
43514.76436372606,46.90653460279761
46009.29604357452,54.567752375574116
45796.01716069089,43.380740589333485
48025.92081037417,46.369461534349284
44360.69101052829,46.18262106001671
46128.49419248949,38.041603544109606
45786.850601196566,54.86972480785582
45084.09068977234,45.30597659797276
48503.550068545446,50.124941187276875
40597.71487752462,54.80746658905909
42646.420427011646,54.46531176029944
42351.90593843888,56.653851089727866
38880.969059043775,49.01514515490577
43457.24870508149,45.76701687955846
48152.63984609554,49.20281789093601
43120.54648010264,33.1266556604197
44856.83527891785,35.528875275769124
47680.412955307096,36.773003876455974
48786.362203681296,40.027531723985184
46272.31526788971,53.997742267234365
48974.18280227612,40.94520944639939
45822.58491045506,46.2183744596061
45046.879285860894,62.992282977860654
43789.28217813008,46.437360289385744
42443.409144465455,57.375155684670865
42215.257222787186,40.66382319990123
44679.424866335554,47.9456244213237
47270.72859224311,40.49977945089419
50755.469802417276,46.60966924099438
42861.82521881776,58.40308137457396
45105.69789694894,32.726795768076514
43399.676554782425,54.344236435458576
47709.37398818834,52.377356023322776
44893.76010110067,44.05850044303206
38772.013097191266,35.539421456115456
48871.4463839621,50.7212950771387
43549.60661069724,44.705072909361974
44677.51073850498,52.32676211354704
42816.96534075907,50.21852145523443
45959.28483952243,66.01778891320916
46996.44456911712,47.606443725269756
44204.069986044546,39.76502507378135
47201.11676879502,51.79275634956316
47349.76158255265,52.19996683971765
51593.01005687303,63.59187575240436
45973.775042504356,58.35111245914578
41997.671820442214,53.56871059149509
50957.63071917942,64.63302891219561
43579.019818520814,38.11236945677149
48576.075494432436,43.60248467250252
46038.240209860785,40.73424058594475
45138.81564560304,46.10190196844232
45394.30430507132,36.23313852443691
52615.21881655618,56.351509468144044
51964.27435064273,47.777773029012266
44443.17585199515,35.29193705497342
45261.876882502176,39.844209187924584
49604.93708933939,53.13513847450195
44468.76878317122,58.38126567894381
49395.28818788491,69.96730891691786
49419.04641534723,79.1386246600733
47439.01595430385,54.14409433275996
42312.44783811354,40.10461879968136
38672.841983195525,28.679537192686908
40102.303446838734,52.67711462343836
41672.31834665879,41.87058904689674
44125.54543296638,45.84642739820315
44385.90908118195,43.87903200940192
51642.74442358888,48.59209113583615
50597.15638666707,60.65980230787643
43302.184931909534,51.570485674453444
46852.76355290645,48.41365162961311
43535.98078755805,39.643462471741884
43137.288952234485,33.25317055295643
45972.40745735815,45.13692090926669
47792.97428994419,49.462174491816796
47103.740444643816,67.67929913579883
49347.88402397054,51.30274521472886
43753.47273480046,59.827395110230576
45419.86246883983,45.00704401460848
52371.088660087065,38.150562335829754
45511.09911319698,40.34883237767628
49429.37224237562,42.74773935464247
48828.72421344182,71.28469732435164
46756.66727092013,41.78613320775614
46835.83746130554,58.38489203736345
44405.26464280296,40.97072821912974
44779.440425272835,59.315730128742445
47752.8452361997,53.84950966105863
43257.42295525299,48.43362102341909
47947.84067757777,49.59237473864566
48470.11577882246,43.452123045706095
47634.88086349019,54.4607220148208
44595.27362292399,45.4501651965922
45891.16982140539,37.743942362327516
43540.45574417722,37.22062425680381
49013.74687766199,51.725879177221195
42400.69125504715,65.79091256410435
45185.16783193219,51.59991613573438
39885.19802329615,48.813616738901175
41857.80887684143,52.858261396025426
51658.788779489914,63.06001741706825
48948.81394755169,52.193825013638566
43348.446623145144,45.890727691662626
42820.03608394918,61.062887100598886
37620.92121262898,54.28756438461613
46212.42066659729,65.35755991995993
53481.1263614085,51.83234437221906
45835.28997632635,37.755309682795
42679.49210275674,36.318408007543354
49376.35414717842,66.5092793223125
43385.523805956625,67.23665720783296
44892.60685596797,48.20480786717399
45838.607633684034,46.16812678864012
47495.431195227495,64.61444292242203
47043.963546618055,38.92954317956512
45960.26325596117,41.05272981044173
48776.97020795084,56.433267946890446
43461.35700587622,46.0539487714041
48687.299985167556,49.948781332799285
50690.67936464256,48.36557101475488
43494.640899604485,53.375745487989334
45025.89126643278,64.07481861313717
50116.05489724279,50.90584906901746
46198.69459184705,56.43938793276858
47751.25765496244,29.498278989689773
44613.93078200731,49.51281598069882
49353.260404460685,41.56769729707129
44931.881777908,37.81186939576372
45720.903629653585,41.21847633071249
50293.20593616874,46.65876559299188
46013.771618494706,59.15902542356013
41584.96245093765,36.736072822604356
44691.06516702823,50.30631492594417
46775.99853192912,45.15830566666421
40909.5150702241,46.72326905638039
49115.72209831889,60.027578253046045
45029.424571551484,55.38115437003926
51048.31571113198,63.373981074427434
38631.81227019871,48.454943207500996
42805.171540682655,43.04057388329297
40671.964966041094,47.761411831195005
43812.30775043361,52.42496791271222
46954.88573347128,51.76573358453711
44161.0544369707,39.156119277666335
45348.455031109406,50.90489781627874
45796.31938202651,52.28228330138905
49631.133566900535,75.17474037533921
45226.605407708674,68.7684461128167
47096.656902026574,41.4675664944118
47643.13787729744,47.12616638450824
45398.983410763896,35.36557998162997
46960.7519114976,44.09292986036513
47267.98000673439,53.156050035903405
53552.24425325909,62.05853620888234
44863.81688155014,42.70916162256391
44293.77461691491,43.45853559932203
41162.670423241485,28.52710970261345
42708.0128836126,48.37334079455092
40991.6873429653,39.37585588140437
42698.28074746796,44.705605726339265
44735.72592124268,41.23139221832412
46889.770320390075,49.05737445747443
44044.15210602853,32.42271608643369
41942.939873241674,35.3295475460901
51255.650226493846,71.29247112028298
46673.330919374006,37.125774187259694
44204.91238358839,39.032144215453606
46245.54779999144,68.36913528321314
51131.36436557789,79.05067169240407
45158.0408078679,38.284333711746584
41213.71947360922,46.3175104321197
46205.925893175394,53.415555509405095
48860.54460950986,67.28697644405592
42116.68714642285,40.131429215717624
46275.1967633818,47.5472215405789
42568.33763550073,57.77337576061744
50530.27758939646,54.347660744666186
49292.462669702174,46.23843928769901
45081.86043967186,48.66177035483959
45440.48804347324,36.25104191630018
38484.42560983078,47.61826256025335
42211.29203119326,47.33612509991045
45397.26710709512,52.32169889626256
42117.2082731366,44.446727811809836
48709.03567494614,54.71538522545139
53207.148573627775,60.127158178198286
42656.67103491425,51.55429327668466
43909.71747782346,53.517564083992035
46770.131522023235,50.53155347577867
50833.44971720856,50.000843930914144
41467.007422128874,42.78441966457152
47126.90148092879,53.16494261673308
51347.15263434314,49.02713401586511
43556.52452617891,70.93168308930595
44044.8182624328,65.73354902475242
45192.19604368529,53.85846552556501
43522.56610980004,42.369427903052326
47102.91009688083,38.87588528016582
48154.350703169155,61.911429530888654
40990.412891250184,52.62749225147139
48122.40329277237,54.80143403391611
42173.880153564016,32.55414013025808
50936.26782869354,59.27438481558181
44662.54179654647,54.54420338214363
42757.63732939592,38.89569315585522
47057.56506347365,45.28475192550051
48605.24009223864,52.637172043565194
47407.2582498361,50.52466798356244
40592.60262488131,47.07828814196445
47489.9173981056,48.96511731934039
42594.70299112854,47.48022621793115
46888.90334928775,51.52562512102469
43494.58706139461,64.71491972993157
44258.97631351164,24.333415590687025
43295.982969666264,47.63149735490316
42363.910954865365,51.76512421372447
48496.65319707172,52.95993989687099
46278.636067444706,46.2808541867871
42050.003456847015,32.43278217521417
50747.13112752013,53.2799548371411
46750.862992287795,67.27350214164184
44255.689336013435,34.66138595083862
47843.33395947363,58.638280136981884
43746.771929866685,46.71474776877106
47339.81966520517,49.38675654171153
43136.16474566109,39.47101489296051
44363.73762652432,46.65543827644123
51647.98143304877,63.000445946989586
43577.42813284795,55.82655241987707
40840.432933703465,67.32311605409944
52245.70525180892,61.774118889776936
54174.8878725365,54.390866789295764
46876.91363505335,67.43934526167791
40716.2776686254,54.38993158738299
46062.13388356864,58.27988176797059
