date,risk_index,revenue
2024-08-22,0.011963338591004801,98.0644079014307
2024-08-23,0.014673074771631888,95.50540888631288
2024-08-26,0.0045949595251334905,100.20668488868299
2024-08-27,0.004863789482989422,100.43808917798894
2024-08-28,0.006631706321734154,95.74710595267241
2024-08-29,0.005897149946044377,96.86730075049765
2024-08-30,0.010400468641841831,98.11166687638256
2024-09-03,0.027413053629550665,94.0430253855745
2024-09-04,0.005569272719639651,98.86094371981564
2024-09-05,0.013646319175277987,95.99117027358403
2024-09-06,0.02514288652136818,96.2905196580206
2024-09-09,0.02060391991848669,97.04590391944609
2024-09-10,0.032555355762684514,93.58797489380493
2024-09-11,0.008024826266625484,100.08589655712696
2024-09-12,0.005681247319801863,99.5650145494177
2024-09-13,0.013219902691875451,96.06708076730006
2024-09-16,0.013225952883048153,97.90793559951412
2024-09-17,0.00791458492362076,96.97875911403236
2024-09-18,0.0036544222708945417,100.586790997782
2024-09-19,0.024671230460966996,94.99086504132721
2024-09-20,0.010172307956090943,97.68824486346392
2024-09-23,0.0029639061505359445,98.3858244532869
2024-09-24,0.004128822828135603,101.00804744238393
2024-09-25,0.00674319309759428,98.41956715737794
2024-09-26,0.013737232718295411,96.61006172309627
2024-09-27,0.0032162172812489455,98.82855621801787
2024-09-30,0.003607974687124038,100.0768688409052
2024-10-01,0.012442083788384605,98.0597493388692
2024-10-02,0.0016985491864369706,100.2793890801066
2024-10-03,0.005639013521155945,99.51842880028063
2024-10-04,0.02769308545378224,97.67385431054925
2024-10-07,0.002374469936189283,98.91548348818522
2024-10-08,0.00241773114216588,98.74808967795953
2024-10-09,0.011452929458413318,96.48875501594551
2024-10-10,0.005005674149765893,99.92283430391007
2024-10-11,0.03023288087799365,95.64688226348261
2024-10-14,0.010314920283397555,97.76609475683817
2024-10-15,0.004574609423719722,97.82484339981227
2024-10-16,0.023476959043945377,94.06788636767406
2024-10-17,0.0024161615143069915,100.49265687887565
2024-10-18,0.006662841864674163,99.78231288387033
2024-10-21,0.015319108250527114,97.75090975235237
2024-10-22,0.004996280667716046,98.00247930552375
2024-10-23,0.004160513485934225,99.51613928741324
2024-10-24,0.009507048780745774,98.27361895756194
2024-10-25,0.017589412354147238,96.81015042426407
2024-10-28,0.01793354255556494,97.7204346558093
2024-10-29,0.004798932281934465,99.37560686677513
2024-10-30,0.007689912550252575,99.48038783455733
2024-10-31,0.010598617551357537,97.98164509396183
2024-11-01,0.004139757938786381,99.6057275102777
2024-11-04,0.009965141168218982,98.953904105114
2024-11-05,0.016187870635085266,94.57669214319945
2024-11-06,0.09017164153264604,81.48616486893485
2024-11-07,0.021662268117682393,94.96198739502432
2024-11-08,0.012981327616378713,96.44541770435924
2024-11-11,0.023246294607709838,94.938027701618
2024-11-12,0.011233284651925723,99.99575503646645
2024-11-13,0.006905600955059721,97.32013313544819
2024-11-14,0.007129336339262072,100.02655026403481
2024-11-15,0.01367366849513565,94.74096164354916
2024-11-18,0.004057901625207627,98.68609212997983
2024-11-19,0.011086875081866588,98.02675458128418
2024-11-20,0.004668085111611075,99.9457164747167
2024-11-21,0.015285718332571108,98.00969620317507
2024-11-22,0.015246694295857033,98.14068199362849
2024-11-25,0.008596990687513118,97.75751425412471
2024-11-26,0.007873226239550845,97.73182706309298
2024-11-27,0.0004802213202126593,101.1909195578432
2024-11-29,0.011631347515952073,97.38677400948716
2024-12-02,0.007736895382344478,96.53909143852422
2024-12-03,0.009092243727292915,96.4816204335362
2024-12-04,0.00625612471266952,97.36959662846367
2024-12-05,0.01083834394163834,98.57807232775298
2024-12-06,0.004653726120154489,99.28289338007495
2024-12-09,0.011453752953734742,98.7449774403547
2024-12-10,0.00890244604253776,97.57863182198766
2024-12-11,0.006391076494195369,98.959594237776
2024-12-12,0.004812455062177268,99.97589457851555
2024-12-13,0.008341428269514405,97.86769453651675
2024-12-16,0.004919493800711994,99.70126409619373
2024-12-17,0.012845911121765896,96.43792886404684
2024-12-18,0.03746116299432907,91.96318663128658
2024-12-19,0.005750440637833143,98.27730503143587
2024-12-20,0.01909699601083581,94.38684132944928
2024-12-23,0.006522117649916215,99.42603519119514
2024-12-24,0.015567466530150353,96.18240318366585
2024-12-26,0.003979053130560528,99.22293055197943
2024-12-27,0.00674936986134198,99.37124601609047
2024-12-30,0.006678721913714769,99.33405238130196
2024-12-31,0.001697897127567094,100.65849823794576
2025-01-02,0.005395646359129436,98.77314250140998
2025-01-03,0.01258182095220355,96.84868834149306
2025-01-06,0.00913441824142729,98.05353903535494
