date,Close,High,Low,Open,Volume,symbol
,^VIX,^VIX,^VIX,^VIX,^VIX,
2025-02-21,18.209999084472656,19.030000686645508,15.279999732971191,15.630000114440918,0,^VIX
2025-02-24,18.979999542236328,20.239999771118164,17.309999465942383,18.079999923706055,0,^VIX
2025-02-25,19.43000030517578,21.479999542236328,18.850000381469727,19.09000015258789,0,^VIX
2025-02-26,19.100000381469727,20.059999465942383,17.829999923706055,18.959999084472656,0,^VIX
2025-02-27,21.1299991607666,21.469999313354492,17.670000076293945,18.25,0,^VIX
2025-02-28,19.6299991607666,22.399999618530273,19.049999237060547,21.209999084472656,0,^VIX
2025-03-03,22.780000686645508,24.309999465942383,19.25,19.829999923706055,0,^VIX
2025-03-04,23.510000228881836,26.350000381469727,21.709999084472656,22.959999084472656,0,^VIX
2025-03-05,21.93000030517578,24.84000015258789,21.3700008392334,23.030000686645508,0,^VIX
2025-03-06,24.8700008392334,25.920000076293945,22.389999389648438,22.600000381469727,0,^VIX
2025-03-07,23.3700008392334,26.559999465942383,23.09000015258789,24.850000381469727,0,^VIX
2025-03-10,27.860000610351562,29.559999465942383,24.68000030517578,24.700000762939453,0,^VIX
2025-03-11,26.920000076293945,29.56999969482422,26.18000030517578,27.940000534057617,0,^VIX
2025-03-12,24.229999542236328,26.90999984741211,23.889999389648438,26.8799991607666,0,^VIX
2025-03-13,24.65999984741211,26.1299991607666,23.459999084472656,24.920000076293945,0,^VIX
2025-03-14,21.770000457763672,24.360000610351562,21.479999542236328,24.350000381469727,0,^VIX
2025-03-17,20.510000228881836,22.950000762939453,20.31999969482422,22.889999389648438,0,^VIX
2025-03-18,21.700000762939453,22.56999969482422,20.40999984741211,20.829999923706055,0,^VIX
2025-03-19,19.899999618530273,22.100000381469727,19.420000076293945,21.84000015258789,0,^VIX
2025-03-20,19.799999237060547,21.170000076293945,19.299999237060547,19.520000457763672,0,^VIX
2025-03-21,19.280000686645508,21.139999389648438,19.149999618530273,20.020000457763672,0,^VIX
2025-03-24,17.479999542236328,19.139999389648438,17.459999084472656,19.1299991607666,0,^VIX
2025-03-25,17.149999618530273,17.770000457763672,17.020000457763672,17.579999923706055,0,^VIX
2025-03-26,18.329999923706055,19.06999969482422,16.969999313354492,17.229999542236328,0,^VIX
2025-03-27,18.690000534057617,19.280000686645508,17.950000762939453,18.360000610351562,0,^VIX
2025-03-28,21.649999618530273,22.18000030517578,18.920000076293945,19.079999923706055,0,^VIX
2025-03-31,22.280000686645508,24.799999237060547,21.670000076293945,24.110000610351562,0,^VIX
2025-04-01,21.770000457763672,23.520000457763672,21.579999923706055,22.059999465942383,0,^VIX
2025-04-02,21.510000228881836,23.65999984741211,20.68000030517578,22.299999237060547,0,^VIX
2025-04-03,30.020000457763672,30.020000457763672,24.93000030517578,26.3799991607666,0,^VIX
2025-04-04,45.310001373291016,45.61000061035156,29.989999771118164,30.1200008392334,0,^VIX
2025-04-07,46.97999954223633,60.130001068115234,38.58000183105469,60.130001068115234,0,^VIX
2025-04-08,52.33000183105469,57.52000045776367,36.47999954223633,44.040000915527344,0,^VIX
2025-04-09,33.619998931884766,57.959999084472656,31.899999618530273,50.97999954223633,0,^VIX
2025-04-10,40.720001220703125,54.869998931884766,34.439998626708984,34.439998626708984,0,^VIX
2025-04-11,37.560001373291016,46.119998931884766,36.849998474121094,40.79999923706055,0,^VIX
2025-04-14,30.889999389648438,35.16999816894531,29.75,34.7599983215332,0,^VIX
2025-04-15,30.1200008392334,31.450000762939453,28.290000915527344,30.010000228881836,0,^VIX
2025-04-16,32.63999938964844,34.959999084472656,29.479999542236328,33.2400016784668,0,^VIX
2025-04-17,29.649999618530273,32.54999923706055,29.56999969482422,30.790000915527344,0,^VIX
2025-04-21,33.81999969482422,35.75,31.790000915527344,32.75,0,^VIX
2025-04-22,30.56999969482422,32.68000030517578,30.079999923706055,32.61000061035156,0,^VIX
2025-04-23,28.450000762939453,30.290000915527344,27.110000610351562,28.75,0,^VIX
2025-04-24,26.469999313354492,29.65999984741211,26.360000610351562,28.690000534057617,0,^VIX
2025-04-25,24.84000015258789,27.200000762939453,24.84000015258789,26.219999313354492,0,^VIX
2025-04-28,25.149999618530273,26.93000030517578,24.700000762939453,25.75,0,^VIX
2025-04-29,24.170000076293945,25.989999771118164,23.760000228881836,24.760000228881836,0,^VIX
2025-04-30,24.700000762939453,28.170000076293945,24.229999542236328,24.350000381469727,0,^VIX
2025-05-01,24.600000381469727,25.18000030517578,23.299999237060547,23.940000534057617,0,^VIX
2025-05-02,22.68000030517578,24.31999969482422,22.34000015258789,23.6299991607666,0,^VIX
2025-05-05,23.639999389648438,24.6299991607666,22.809999465942383,24.25,0,^VIX
2025-05-06,24.760000228881836,25.110000610351562,23.899999618530273,23.969999313354492,0,^VIX
2025-05-07,23.549999237060547,25.6200008392334,23.290000915527344,24.559999465942383,0,^VIX
2025-05-08,22.479999542236328,23.610000610351562,21.8799991607666,22.84000015258789,0,^VIX
2025-05-09,21.899999618530273,22.81999969482422,21.829999923706055,22.399999618530273,0,^VIX
2025-05-12,18.389999389648438,20.440000534057617,18.139999389648438,19.84000015258789,0,^VIX
2025-05-13,18.219999313354492,18.850000381469727,17.649999618530273,18.690000534057617,0,^VIX
2025-05-14,18.6200008392334,18.81999969482422,18.059999465942383,18.100000381469727,0,^VIX
2025-05-15,17.829999923706055,19.3799991607666,17.770000457763672,19.190000534057617,0,^VIX
2025-05-16,17.239999771118164,17.959999084472656,17.149999618530273,17.959999084472656,0,^VIX
2025-05-19,18.139999389648438,19.920000076293945,17.920000076293945,19.84000015258789,0,^VIX
2025-05-20,18.09000015258789,18.68000030517578,17.700000762939453,18.459999084472656,0,^VIX
2025-05-21,20.8700008392334,21.049999237060547,17.770000457763672,18.770000457763672,0,^VIX
2025-05-22,20.280000686645508,22.06999969482422,19.639999389648438,20.6200008392334,0,^VIX
2025-05-23,22.290000915527344,25.530000686645508,19.829999923706055,20.139999389648438,0,^VIX
2025-05-27,18.959999084472656,21.010000228881836,18.950000762939453,20.6299991607666,0,^VIX
2025-05-28,19.309999465942383,19.43000030517578,18.68000030517578,19.209999084472656,0,^VIX
2025-05-29,19.18000030517578,20.200000762939453,18.110000610351562,18.25,0,^VIX
2025-05-30,18.56999969482422,20.549999237060547,18.56999969482422,19.610000610351562,0,^VIX
2025-06-02,18.360000610351562,20.450000762939453,18.360000610351562,19.809999465942383,0,^VIX
2025-06-03,17.690000534057617,19.209999084472656,17.639999389648438,18.829999923706055,0,^VIX
2025-06-04,17.610000610351562,18.06999969482422,17.40999984741211,17.68000030517578,0,^VIX
2025-06-05,18.479999542236328,18.799999237060547,17.079999923706055,17.68000030517578,0,^VIX
2025-06-06,16.770000457763672,18.350000381469727,16.649999618530273,18.15999984741211,0,^VIX
2025-06-09,17.15999984741211,17.719999313354492,16.81999969482422,17.690000534057617,0,^VIX
2025-06-10,16.950000762939453,17.989999771118164,16.68000030517578,17.5,0,^VIX
2025-06-11,17.260000228881836,18.09000015258789,16.229999542236328,17.040000915527344,0,^VIX
2025-06-12,18.020000457763672,18.8700008392334,17.43000030517578,17.8700008392334,0,^VIX
2025-06-13,20.81999969482422,22.0,18.8799991607666,21.760000228881836,0,^VIX
2025-06-16,19.110000610351562,20.219999313354492,18.670000076293945,19.780000686645508,0,^VIX
2025-06-17,21.600000381469727,21.790000915527344,19.549999237060547,20.530000686645508,0,^VIX
2025-06-18,20.139999389648438,21.579999923706055,19.59000015258789,20.899999618530273,0,^VIX
2025-06-20,20.6200008392334,21.06999969482422,19.110000610351562,20.739999771118164,0,^VIX
2025-06-23,19.829999923706055,22.510000228881836,19.81999969482422,21.149999618530273,0,^VIX
2025-06-24,17.479999542236328,18.719999313354492,17.329999923706055,18.190000534057617,0,^VIX
2025-06-25,16.760000228881836,17.510000228881836,16.68000030517578,17.280000686645508,0,^VIX
2025-06-26,16.59000015258789,16.780000686645508,16.110000610351562,16.670000076293945,0,^VIX
2025-06-27,16.31999969482422,17.290000915527344,16.1200008392334,16.309999465942383,0,^VIX
2025-06-30,16.729999542236328,17.43000030517578,16.549999237060547,17.190000534057617,0,^VIX
2025-07-01,16.829999923706055,17.479999542236328,16.510000228881836,16.979999542236328,0,^VIX
2025-07-02,16.639999389648438,17.3700008392334,16.540000915527344,16.75,0,^VIX
2025-07-03,16.3799991607666,16.829999923706055,16.139999389648438,16.649999618530273,0,^VIX
2025-07-07,17.790000915527344,18.5,17.510000228881836,17.829999923706055,0,^VIX
2025-07-08,16.809999465942383,17.440000534057617,16.540000915527344,17.40999984741211,0,^VIX
2025-07-09,15.9399995803833,16.760000228881836,15.760000228881836,16.760000228881836,0,^VIX
2025-07-10,15.779999732971191,16.239999771118164,15.699999809265137,16.229999542236328,0,^VIX
2025-07-11,16.399999618530273,17.239999771118164,15.979999542236328,16.40999984741211,0,^VIX
2025-07-14,17.200000762939453,17.850000381469727,16.90999984741211,17.729999542236328,0,^VIX
2025-07-15,17.3799991607666,17.389999389648438,16.559999465942383,16.889999389648438,0,^VIX
2025-07-16,17.15999984741211,19.479999542236328,16.690000534057617,17.65999984741211,0,^VIX
2025-07-17,16.520000457763672,17.3700008392334,16.479999542236328,17.15999984741211,0,^VIX
2025-07-18,16.40999984741211,16.809999465942383,16.280000686645508,16.43000030517578,0,^VIX
2025-07-21,16.649999618530273,16.989999771118164,16.299999237060547,16.8700008392334,0,^VIX
2025-07-22,16.5,17.479999542236328,16.43000030517578,16.75,0,^VIX
2025-07-23,15.369999885559082,16.31999969482422,15.319999694824219,16.229999542236328,0,^VIX
2025-07-24,15.390000343322754,15.539999961853027,14.949999809265137,15.390000343322754,0,^VIX
2025-07-25,14.930000305175781,15.390000343322754,14.920000076293945,15.329999923706055,0,^VIX
2025-07-28,15.029999732971191,15.539999961853027,15.0,15.149999618530273,0,^VIX
2025-07-29,15.979999542236328,16.1200008392334,14.699999809265137,14.949999809265137,0,^VIX
2025-07-30,15.479999542236328,17.270000457763672,15.4399995803833,15.869999885559082,0,^VIX
2025-07-31,16.719999313354492,17.170000076293945,14.739999771118164,14.989999771118164,0,^VIX
2025-08-01,20.3799991607666,21.899999618530273,17.389999389648438,17.399999618530273,0,^VIX
2025-08-04,17.520000457763672,19.579999923706055,17.479999542236328,19.559999465942383,0,^VIX
2025-08-05,17.850000381469727,18.940000534057617,17.110000610351562,17.209999084472656,0,^VIX
2025-08-06,16.770000457763672,17.8799991607666,16.559999465942383,17.219999313354492,0,^VIX
2025-08-07,16.56999969482422,17.639999389648438,15.979999542236328,16.40999984741211,0,^VIX
2025-08-08,15.149999618530273,16.520000457763672,15.149999618530273,16.479999542236328,0,^VIX
2025-08-11,16.25,16.360000610351562,15.520000457763672,15.8100004196167,0,^VIX
2025-08-12,14.729999542236328,16.559999465942383,14.65999984741211,16.09000015258789,0,^VIX
2025-08-13,14.489999771118164,14.8100004196167,14.300000190734863,14.619999885559082,0,^VIX
2025-08-14,14.829999923706055,15.390000343322754,14.569999694824219,14.65999984741211,0,^VIX
2025-08-15,15.09000015258789,15.180000305175781,14.399999618530273,14.430000305175781,0,^VIX
2025-08-18,14.989999771118164,15.949999809265137,14.949999809265137,15.729999542236328,0,^VIX
2025-08-19,15.569999694824219,15.90999984741211,14.760000228881836,15.229999542236328,0,^VIX
2025-08-20,15.6899995803833,17.190000534057617,15.569999694824219,15.949999809265137,0,^VIX
2025-08-21,16.520000457763672,16.530000686645508,15.649999618530273,15.720000267028809,0,^VIX
