date,adj_close,volume,ticker
2024-08-21,37.82304000854492,33751100,BAC
2024-08-22,38.30132293701172,35421600,BAC
2024-08-23,38.818641662597656,45616600,BAC
2024-08-26,38.965049743652344,44659500,BAC
2024-08-27,38.721031188964844,32323900,BAC
2024-08-28,38.99433517456055,40700500,BAC
2024-08-29,39.209068298339844,34810800,BAC
2024-08-30,39.77519989013672,49098200,BAC
2024-09-03,39.72639846801758,48489300,BAC
2024-09-04,39.53118133544922,39629600,BAC
2024-09-05,39.179786682128906,34214500,BAC
2024-09-06,38.07945251464844,47007600,BAC
2024-09-09,38.77699279785156,37610200,BAC
2024-09-10,38.59032440185547,53983900,BAC
2024-09-11,38.315242767333984,41190000,BAC
2024-09-12,38.09910583496094,39921600,BAC
2024-09-13,37.97138977050781,31887300,BAC
2024-09-16,38.413482666015625,26336400,BAC
2024-09-17,38.85558319091797,27769400,BAC
2024-09-18,38.924354553222656,42527800,BAC
2024-09-19,40.152408599853516,57977800,BAC
2024-09-20,39.56294631958008,70725000,BAC
2024-09-23,39.16996765136719,31714800,BAC
2024-09-24,38.75734329223633,32534900,BAC
2024-09-25,38.56085205078125,28866000,BAC
2024-09-26,38.826114654541016,39601400,BAC
2024-09-27,38.708221435546875,27861100,BAC
2024-09-30,38.983306884765625,35055200,BAC
2024-10-01,38.5313835144043,26291200,BAC
2024-10-02,38.541202545166016,23302700,BAC
2024-10-03,38.56085205078125,26030200,BAC
2024-10-04,39.40575408935547,34209900,BAC
2024-10-07,39.258384704589844,27177500,BAC
2024-10-08,39.22891616821289,26023600,BAC
2024-10-09,39.48434829711914,27421000,BAC
2024-10-10,39.26821517944336,26182300,BAC
2024-10-11,41.21344757080078,50660700,BAC
2024-10-14,41.17415237426758,28098900,BAC
2024-10-15,41.400108337402344,61490000,BAC
2024-10-16,42.04852294921875,42437800,BAC
2024-10-17,41.85203170776367,31708600,BAC
2024-10-18,41.57695007324219,30593500,BAC
2024-10-21,41.02677917480469,26589500,BAC
2024-10-22,41.55730056762695,37104400,BAC
2024-10-23,41.59659957885742,28569400,BAC
2024-10-24,41.90115737915039,28392000,BAC
2024-10-25,41.15449905395508,27466900,BAC
2024-10-28,41.871681213378906,24527600,BAC
2024-10-29,41.78326416015625,22313500,BAC
2024-10-30,41.5671272277832,38100500,BAC
2024-10-31,41.085731506347656,28138200,BAC
2024-11-01,41.02677917480469,31220000,BAC
2024-11-04,40.60433578491211,31110100,BAC
2024-11-05,41.144676208496094,30851400,BAC
2024-11-06,44.61269760131836,110086700,BAC
2024-11-07,43.98393630981445,48339700,BAC
2024-11-08,44.337615966796875,38331800,BAC
2024-11-11,45.27093505859375,43293500,BAC
2024-11-12,45.0547981262207,38155900,BAC
