revenue,risk_index_var95,synthetic_aux
48712.71152295831,53.04717079754431,0.1257302210933933
44180.06589999593,39.60015893759504,-0.1321048632913019
50414.2827153697,57.50451195806457,0.6404226504432821
49381.284625863234,59.405647163912136,0.10490011715303971
49120.6962465558,30.48964811346164,-0.535669373161111
46629.70866518116,36.97820493137682,0.36159505490948474
41437.28771684102,51.278404031672856,1.3040000451301372
45419.6493704931,46.83757407656418,0.9470809631292422
42463.817033210405,49.83198842495711,-0.7037352358069926
43421.50775981288,41.4695607242642,-1.2654214710460525
51588.96286966556,58.79397974862829,-0.6232744625373522
48845.95175520783,57.77791935428948,0.0413259793472436
43982.44555133722,50.66030697561216,-2.3250307746388343
44311.537349040445,61.27241206968033,-0.21879166393254573
46659.35748933124,54.675093422520455,-1.2459109472530652
41319.168596396725,41.40707537116762,-0.7322673547034516
44429.080108709255,53.68750784082499,-0.5442589828573099
45785.369293658936,40.411173991710015,-0.31630015636915454
50520.076469888816,58.78450301307272,0.4116305363741328
47766.37332348982,49.50074089013747,1.0425133694426776
38904.29663795139,48.1513763645474,-0.12853466294403426
46095.98473380605,43.190704555960586,1.3664634705496859
47683.15032610657,62.2254133867403,-0.6651946734866135
47056.23547763551,48.45470517931198,0.3515100700930197
50334.635658357896,45.71672177836893,0.9034701816518086
39387.724908999895,46.478664495117705,0.09401229776087457
44865.4607470907,55.32309185553349,-0.7434992493538084
48211.25184561696,53.65444064364078,-0.9217253762584194
41750.495935553365,54.12732611595988,-0.45772582566733916
50944.83234776999,54.308210030078826,0.2201951234700494
49675.04695914653,71.41647600870462,-1.009618183538736
48052.05393786867,45.93584983615384,-0.20917557487171307
43672.47774054877,44.87757270928463,-0.15922500991447772
47464.76379600118,41.86227271752122,0.5408455846858077
49944.58997505772,56.15979422575496,0.2146591225063409
48053.40081167657,61.28972292720891,0.3553727090399214
46566.46572891024,48.86052542345125,-0.6538286094183394
45802.84194549015,41.59843523037472,-0.12961363369276946
42420.586746952366,41.7551878430876,0.7839754700613295
46338.12530466858,56.50592787824701,1.4934311452207607
46434.337408087056,57.43254171203442,-1.2590655321041202
47801.96671502672,55.43154268305195,1.5139237747390626
48200.86109198445,43.344902927113054,1.3458754237823045
43102.98534174484,52.3216132306672,0.7813114007004275
45764.99588001014,51.166858091407285,0.2644556303293035
50706.79295905174,52.18688596729013,-0.3139228145364278
44814.949847100135,58.7142877794819,1.4580206835369587
43801.564606658656,52.23595548774682,1.9602583164499647
47421.61485117985,56.78913563071895,1.801634869866125
48614.25045484263,50.67579069488892,1.31510376473437
46381.22144510996,52.89119398689984,0.357380410658956
50744.42764231722,56.3128822583854,-1.2083186322821715
46821.79496387278,35.428441801443334,-0.004454133120083229
48141.85474104143,46.80328783642699,0.6564749350763358
47097.902318820925,45.29627345707205,-1.2883614637495544
52216.30588314624,43.61122151756658,0.39512206018200824
